,0,1,2,3,4,5,6,7,8,9
143,1.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0
144,2.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0
145,1.0,3.0,0.0,1.0,-0.0,1.0,2.0,2.0,-0.0,2.0
146,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,0.0,2.0
147,3.0,3.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0,-0.0
148,1.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,1.0
149,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0
150,2.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0
151,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0
152,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0
153,1.0,2.0,1.0,2.0,1.0,-0.0,1.0,2.0,0.0,2.0
154,1.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0
155,1.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,1.0
156,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
157,2.0,3.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0
158,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0
159,0.0,3.0,1.0,1.0,-0.0,2.0,2.0,3.0,1.0,1.0
160,1.0,4.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0
161,2.0,3.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0
162,1.0,3.0,0.0,2.0,-0.0,2.0,2.0,2.0,1.0,3.0
163,1.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0
164,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0
165,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0
166,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0
167,1.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,1.0,3.0
168,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0
169,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0
170,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0
171,2.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0
172,2.0,2.0,1.0,1.0,2.0,-0.0,2.0,3.0,1.0,1.0
173,1.0,3.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0
174,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0
